,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
1542,Dugtrio,Barboach,Klang,Houndour,Feraligatr,Whimsicott,Joltik,Tynamo,Klang,Chikorita,Tentacruel,Metagross,Alakazam,Espeon,Slaking,Crobat,Magnezone,Magneton,Salamence,Meowstic,Venusaur,Ampharos,Sigilyph,Silvally,Grumpig,Musharna,Bouffalant,Serperior,Gogoat,Audino,Gallade
1543,Primeape,Nidorina,Kabuto,Sealeo,Luxray,Ariados,Tranquill,Accelgor,Dusclops,Croconaw,Pumpkaboo,Emboar,Banette,Kangaskhan,Salamence,Honchkrow,Samurott,Altaria,Alakazam,Mandibuzz,Bewear,Ampharos,Slaking,Silvally,Blastoise,Gardevoir,Gyarados,Garchomp,Simipour,Walrein,Empoleon
1544,Yungoos,Sharpedo,Klinklang,Foongus,Bellossom,Machamp,Cutiefly,Mareep,Taillow,Solrock,Chatot,Slaking,Kangaskhan,Floette,Alakazam,Oranguru,Garchomp,Gliscor,Venusaur,Simipour,Floatzel,Metagross,Hypno,Trevenant,Greninja,Espeon,Magnezone,Golduck,Lucario,Banette,Feraligatr
1545,Pidgey,Zebstrika,Charmander,Froakie,Eelektross,Darumaka,Forretress,Aron,Finneon,Galvantula,Braviary,Metagross,Blaziken,Aggron,Salamence,Empoleon,Arcanine,Magnezone,Gyarados,Jellicent,Espeon,Charizard,Houndoom,Garchomp,Pyroar,Delphox,Floette,Kangaskhan,Dragonite,Magneton,Silvally
1546,Butterfree,Deerling,Snivy,Heracross,Monferno,Wailord,Axew,Diggersby,Nidoran♂,Goldeen,Chingling,Torterra,Pachirisu,Vespiquen,Mothim,Roserade,Staraptor,Staravia,Empoleon,Turtwig,Metagross,Relicanth,Walrein,Glalie,Absol,Chimecho,Tropius,Drifblim,Lopunny,Mismagius,Purugly
1547,Trubbish,Cherrim,Kirlia,Claydol,Phantump,Rhyperior,Hakamo-o,Gourgeist,Octillery,Wartortle,Clefable,Venusaur,Aegislash,Salamence,Dragonite,Floette,Scizor,Togekiss,Noivern,Goodra,Slaking,Roserade,Glalie,Banette,Gardevoir,Tyranitar,Metagross,Grumpig,Sylveon,Garchomp,Chandelure
1548,Charmander,Fearow,Bronzor,Mr. Mime,Gourgeist,Seel,Spewpa,Horsea,Starly,Rowlet,Glalie,Empoleon,Greninja,Lucario,Scizor,Metagross,Kangaskhan,Tauros,Pidgeot,Mienshao,Tyranitar,Slaking,Sharpedo,Typhlosion,Zebstrika,Delphox,Minior,Absol,Magnezone,Florges,Blaziken
1549,Kangaskhan,Caterpie,Houndour,Corphish,Magikarp,Hitmontop,Skiploom,Seismitoad,Espeon,Druddigon,Woobat,Alakazam,Metagross,Gengar,Goodra,Garchomp,Skuntank,Salamence,Scolipede,Hydreigon,Honchkrow,Greninja,Silvally,Noivern,Sharpedo,Drapion,Espeon,Excadrill,Sceptile,Krookodile,Froslass
1550,Luxray,Greninja,Ribombee,Sliggoo,Salazzle,Shellder,Staryu,Pichu,Lickilicky,Drowzee,Gabite,Durant,Yanma,Drifblim,Lopunny,Decidueye,Mismagius,Honchkrow,Garchomp,Gourgeist,Lucario,Gliscor,Froslass,Maractus,Aerodactyl,Krookodile,Golbat,Golduck,Mightyena,Gyarados,Floette
1551,Banette,Probopass,Larvesta,Larvesta,Cinccino,Cascoon,Accelgor,Yanmega,Pumpkaboo,Torchic,Zoroark,Crobat,Infernape,Aerodactyl,Noivern,Floette,Charizard,Slaking,Gyarados,Darmanitan,Ninetales,Salamence,Typhlosion,Archeops,Sylveon,Blaziken,Florges,Muk,Dragonite,Clefable,Talonflame
1552,Espurr,Crobat,Boldore,Cherubi,Pyroar,Gothorita,Happiny,Turtonator,Clauncher,Elgyem,Lillipup,Torterra,Fraxure,Chandelure,Cranidos,Klinklang,Alomomola,Ambipom,Haxorus,Drifblim,Honchkrow,Tangela,Kangaskhan,Gothitelle,Stunky,Seaking,Mismagius,Beartic,Kricketune,Accelgor,Durant
1553,Salamence,Swalot,Barbaracle,Larvitar,Frillish,Staravia,Sneasel,Gourgeist,Ludicolo,Beheeyem,Aipom,Absol,Salamence,Floette,Hydreigon,Kangaskhan,Haxorus,Slaking,Pidgeot,Crobat,Ninetales,Chandelure,Ferrothorn,Houndoom,Simisage,Arcanine,Serperior,Metagross,Swalot,Skuntank,Shiftry
1554,Mudsdale,Zorua,Empoleon,Roselia,Jumpluff,Butterfree,Mismagius,Farfetch'd,Seadra,Clefairy,Dwebble,Milotic,Floette,Kangaskhan,Gallade,Pidgeot,Metagross,Tauros,Slaking,Samurott,Alomomola,Blastoise,Hydreigon,Goodra,Drapion,Politoed,Vaporeon,Floatzel,Feraligatr,Seaking,Walrein
1555,Poliwrath,Delibird,Clefairy,Bibarel,Swoobat,Carvanha,Teddiursa,Grumpig,Camerupt,Gulpin,Blaziken,Greninja,Sharpedo,Salamence,Garchomp,Simipour,Pidgeot,Gyarados,Haxorus,Aerodactyl,Vaporeon,Blastoise,Noivern,Drifblim,Slaking,Goodra,Swampert,Banette,Yanmega,Hydreigon,Archeops
1556,Woobat,Croconaw,Clefable,Aromatisse,Cubchoo,Sigilyph,Hakamo-o,Breloom,Piplup,Eevee,Emboar,Charizard,Salamence,Slaking,Sigilyph,Florges,Dragonite,Meowstic,Kadabra,Gengar,Delphox,Floette,Jellicent,Abra,Mismagius,Kangaskhan,Altaria,Hypno,Golurk,Togekiss,Goodra
1557,Clamperl,Gliscor,Wooper,Stoutland,Shiinotic,Axew,Primarina,Bibarel,Sharpedo,Emolga,Mankey,Venusaur,Jolteon,Slaking,Ambipom,Manectric,Simisage,Pidgeot,Meganium,Serperior,Leafeon,Lucario,Galvantula,Infernape,Greninja,Chesnaught,Dragonite,Salamence,Kommo-o,Hydreigon,Accelgor
1558,Silvally,Chimecho,Kabuto,Arcanine,Rotom,Serperior,Excadrill,Ponyta,Nidorina,Turtonator,Gothita,Audino,Typhlosion,Aerodactyl,Sigilyph,Vileplume,Floette,Lopunny,Venomoth,Honchkrow,Magmar,Delphox,Volcarona,Garchomp,Hydreigon,Arcanine,Skorupi,Snover,Bouffalant,Druddigon,Accelgor
1559,Gardevoir,Mudsdale,Growlithe,Noctowl,Staryu,Seviper,Roselia,Toxicroak,Sentret,Vaporeon,Magcargo,Garchomp,Salamence,Venusaur,Metagross,Ferrothorn,Swampert,Gardevoir,Empoleon,Decidueye,Espeon,Mimikyu,Drifblim,Gyarados,Manectric,Raichu,Banette,Flygon,Haxorus,Tropius,Slaking
1560,Camerupt,Cacturne,Snover,Wingull,Sandshrew,Lumineon,Fletchling,Sharpedo,Tyranitar,Chatot,Lotad,Sceptile,Floette,Hawlucha,Mienshao,Lucario,Slaking,Primeape,Blaziken,Kangaskhan,Salamence,Sharpedo,Serperior,Blastoise,Simisage,Venusaur,Manectric,Hydreigon,Heliolisk,Trevenant,Florges
1561,Psyduck,Starmie,Pichu,Volbeat,Steenee,Loudred,Mudbray,Seedot,Drowzee,Kangaskhan,Cherubi,Tyranitar,Metagross,Aegislash,Slaking,Salamence,Tauros,Gallade,Sceptile,Archeops,Delphox,Simisage,Tangrowth,Skarmory,Serperior,Zoroark,Kadabra,Scizor,Absol,Kangaskhan,Pidgeot
1562,Flaaffy,Budew,Staryu,Raichu,Venomoth,Kakuna,Anorith,Altaria,Chatot,Sawsbuck,Larvitar,Metagross,Slaking,Glalie,Espeon,Salamence,Lopunny,Haxorus,Silvally,Klinklang,Delphox,Archeops,Charizard,Typhlosion,Cryogonal,Floette,Volcarona,Aerodactyl,Hydreigon,Arcanine,Pidgeot
1563,Kricketune,Gligar,Electrode,Cascoon,Porygon2,Klang,Fletchinder,Rhyhorn,Cleffa,Sandile,Skarmory,Salamence,Gyarados,Feraligatr,Slaking,Blastoise,Talonflame,Garchomp,Politoed,Porygon-Z,Metagross,Golduck,Swampert,Kommo-o,Simipour,Starmie,Samurott,Phione,Houndoom,Greninja,Typhlosion
1564,Gothorita,Golett,Horsea,Tangela,Delibird,Onix,Meowth,Bounsweet,Mr. Mime,Seaking,Hakamo-o,Gardevoir,Metagross,Simisage,Garchomp,Swanna,Gallade,Kangaskhan,Slaking,Yanmega,Fearow,Silvally,Honchkrow,Manectric,Jolteon,Decidueye,Leavanny,Salamence,Espeon,Gengar,Floette
1565,Skiploom,Maractus,Liepard,Probopass,Wurmple,Slugma,Munchlax,Magikarp,Poochyena,Charmander,Omastar,Kommo-o,Tyranitar,Slaking,Garchomp,Lucario,Conkeldurr,Throh,Sawk,Jellicent,Hydreigon,Machamp,Venusaur,Tyrantrum,Scrafty,Sceptile,Metagross,Meganium,Swampert,Gogoat,Empoleon
1566,Rampardos,Yamask,Oranguru,Silvally,Ariados,Unfezant,Gengar,Yanma,Anorith,Lickitung,Zangoose,Metagross,Aggron,Aegislash,Aerodactyl,Sharpedo,Slaking,Greninja,Hydreigon,Klinklang,Houndoom,Salamence,Absol,Charizard,Scizor,Probopass,Lairon,Magnezone,Lopunny,Bastiodon,Zoroark
1567,Cottonee,Maractus,Crabominable,Yamask,Exploud,Pumpkaboo,Aipom,Swellow,Palpitoad,Yanmega,Spiritomb,Garchomp,Floette,Pidgeot,Kangaskhan,Manectric,Slaking,Sylveon,Charizard,Altaria,Metagross,Togekiss,Hydreigon,Archeops,Electabuzz,Pyroar,Crobat,Glalie,Greninja,Raichu,Luxray
1568,Barbaracle,Sawk,Meowth,Mudsdale,Leafeon,Heliolisk,Milotic,Snubbull,Vaporeon,Dartrix,Exeggcute,Venusaur,Decidueye,Hydreigon,Slaking,Manectric,Silvally,Goodra,Gogoat,Garchomp,Electivire,Tauros,Gardevoir,Salamence,Haxorus,Kommo-o,Lopunny,Leavanny,Serperior,Trevenant,Dragonite
1569,Rhyperior,Skorupi,Emboar,Porygon2,Beedrill,Magcargo,Sawk,Hitmontop,Solosis,Crabrawler,Shellder,Garchomp,Salamence,Espeon,Jellicent,Gardevoir,Slaking,Slowbro,Starmie,Golurk,Floette,Toxicroak,Hypno,Metagross,Altaria,Nidoqueen,Bruxish,Grumpig,Flygon,Claydol,Lopunny
1570,Squirtle,Typhlosion,Pawniard,Brionne,Venomoth,Frogadier,Darumaka,Electrode,Xatu,Ducklett,Stunfisk,Slaking,Hydreigon,Gardevoir,Alakazam,Metagross,Goodra,Lopunny,Kangaskhan,Salamence,Flygon,Zebstrika,Haxorus,Jolteon,Snorlax,Oranguru,Electrode,Espeon,Electabuzz,Ambipom,Garchomp
1571,Amaura,Pinsir,Bouffalant,Gloom,Pangoro,Blastoise,Magnemite,Remoraid,Ambipom,Cacturne,Dartrix,Salamence,Slaking,Manectric,Garchomp,Venusaur,Floette,Hydreigon,Noivern,Kommo-o,Kangaskhan,Braviary,Altaria,Togekiss,Hawlucha,Goodra,Aerodactyl,Dragonite,Leavanny,Crobat,Mandibuzz
1572,Chikorita,Onix,Quilladin,Zigzagoon,Elgyem,Garbodor,Golett,Porygon,Ferroseed,Cascoon,Poochyena,Garchomp,Slaking,Metagross,Scizor,Skarmory,Gardevoir,Hippowdon,Salamence,Aegislash,Flygon,Dragonite,Mamoswine,Tyranitar,Lucario,Gyarados,Silvally,Greninja,Banette,Bisharp,Espeon
1573,Cutiefly,Accelgor,Goldeen,Wingull,Monferno,Sylveon,Bouffalant,Whismur,Teddiursa,Beautifly,Hawlucha,Chandelure,Metagross,Banette,Gengar,Decidueye,Aegislash,Crobat,Lopunny,Greninja,Drifblim,Slaking,Mimikyu,Doublade,Blastoise,Mismagius,Aerodactyl,Lucario,Typhlosion,Charizard,Golurk
1574,Dewpider,Dragonite,Hippowdon,Klinklang,Oshawott,Noibat,Skiddo,Miltank,Lileep,Rhyperior,Seismitoad,Salamence,Gyarados,Simisage,Cryogonal,Trevenant,Drifblim,Excadrill,Decidueye,Venusaur,Metagross,Altaria,Mienshao,Serperior,Empoleon,Lucario,Meganium,Mandibuzz,Pinsir,Charizard,Gogoat
1575,Grotle,Gastrodon,Flygon,Rufflet,Exeggcute,Klang,Surskit,Seaking,Numel,Phantump,Ambipom,Garchomp,Poliwrath,Bewear,Samurott,Metagross,Greninja,Jellicent,Lucario,Tyranitar,Slaking,Pidgeot,Hariyama,Hawlucha,Gyarados,Alakazam,Salamence,Empoleon,Bisharp,Chesnaught,Kommo-o
1576,Lickitung,Golduck,Hitmonchan,Shelmet,Pelipper,Weepinbell,Slugma,Darmanitan,Lillipup,Dodrio,Swadloon,Tyranitar,Salamence,Aerodactyl,Slaking,Minior,Empoleon,Houndoom,Tyrantrum,Manectric,Alakazam,Greninja,Aegislash,Rampardos,Absol,Archeops,Zebstrika,Noivern,Gengar,Salazzle,Pidgeot
1577,Marill,Ledian,Mightyena,Musharna,Kabutops,Pidgeotto,Igglybuff,Nidorina,Charmeleon,Tauros,Marill,Torterra,Mantyke,Snover,Abomasnow,Weavile,Lickilicky,Rhyperior,Lumineon,Electivire,Togekiss,Yanmega,Leafeon,Mamoswine,Porygon-Z,Gallade,Magmortar,Carnivine,Toxicroak,Croagunk,Chingling
1578,Seismitoad,Misdreavus,Blaziken,Swanna,Elgyem,Weedle,Slaking,Tyrunt,Rampardos,Golduck,Haxorus,Metagross,Espeon,Alakazam,Lucario,Sceptile,Slaking,Mienshao,Greninja,Blaziken,Excadrill,Manectric,Gardevoir,Serperior,Hydreigon,Hawlucha,Starmie,Gallade,Steelix,Aggron,Noivern
1579,Drowzee,Ledian,Tauros,Vaporeon,Tauros,Poliwag,Carnivine,Bulbasaur,Bronzong,Espurr,Pawniard,Typhlosion,Pangoro,Houndoom,Charizard,Ninetales,Arcanine,Goodra,Slaking,Simisear,Hydreigon,Volcarona,Zweilous,Zoroark,Lucario,Incineroar,Pinsir,Tyranitar,Silvally,Umbreon,Rapidash
1580,Clamperl,Noibat,Walrein,Magnemite,Budew,Brionne,Burmy,Abra,Gulpin,Gigalith,Glameow,Magnezone,Greninja,Slaking,Gallade,Metagross,Garchomp,Espeon,Simipour,Basculin,Electivire,Swampert,Empoleon,Plusle,Bruxish,Flygon,Hydreigon,Starmie,Wailord,Alakazam,Vaporeon
1581,Glaceon,Diglett,Magmortar,Chimchar,Trapinch,Froakie,Alomomola,Yanmega,Mawile,Shinx,Crustle,Gyarados,Rotom,Metagross,Gengar,Drifblim,Lucario,Kommo-o,Volcarona,Garchomp,Mismagius,Crobat,Slaking,Salamence,Manectric,Garbodor,Muk,Floette,Infernape,Goodra,Haxorus
1582,Cherubi,Baltoy,Foongus,Swanna,Chatot,Luxio,Clefable,Palpitoad,Frogadier,Marowak,Rhyperior,Politoed,Simisage,Samurott,Gardevoir,Venusaur,Gogoat,Simipour,Sceptile,Ludicolo,Swampert,Espeon,Lapras,Serperior,Floatzel,Golduck,Wailord,Decidueye,Tsareena,Blastoise,Metagross
1583,Blitzle,Wooper,Bellsprout,Pidgeot,Ninetales,Golbat,Braixen,Pelipper,Amoonguss,Drampa,Chikorita,Salamence,Goodra,Metagross,Slaking,Tyranitar,Kadabra,Espeon,Grumpig,Dragalge,Excadrill,Haxorus,Aerodactyl,Dodrio,Alakazam,Druddigon,Klinklang,Garchomp,Archeops,Meowstic,Altaria
1584,Gliscor,Solrock,Quagsire,Maractus,Machop,Shiinotic,Shiinotic,Gliscor,Larvesta,Pikipek,Yamask,Metagross,Charizard,Gardevoir,Pidgeot,Alakazam,Talonflame,Oricorio,Slaking,Espeon,Swanna,Crobat,Archeops,Empoleon,Aerodactyl,Kangaskhan,Sigilyph,Blaziken,Drifblim,Yanmega,Braviary
1585,Budew,Honedge,Staraptor,Venonat,Drampa,Wigglytuff,Cutiefly,Huntail,Mightyena,Decidueye,Reuniclus,Tyranitar,Pinsir,Metagross,Venusaur,Heracross,Salamence,Scizor,Floette,Gardevoir,Glalie,Garchomp,Altaria,Kangaskhan,Yanmega,Bewear,Sawsbuck,Absol,Galvantula,Archeops,Chandelure
1586,Bergmite,Jolteon,Horsea,Wingull,Poochyena,Rapidash,Granbull,Hitmonlee,Bronzor,Grubbin,Mantine,Slaking,Alakazam,Tauros,Greninja,Starmie,Blastoise,Swampert,Sharpedo,Absol,Wailord,Gallade,Crobat,Silvally,Samurott,Metagross,Seismitoad,Primarina,Tyranitar,Pidgeot,Feraligatr
1587,Larvitar,Drapion,Magmortar,Type: Null,Electivire,Crabominable,Gourgeist,Skiploom,Woobat,Sewaddle,Floatzel,Alakazam,Slaking,Talonflame,Crobat,Sceptile,Dragonite,Kangaskhan,Metagross,Drifblim,Salamence,Venusaur,Haxorus,Meganium,Altaria,Salazzle,Typhlosion,Delphox,Charizard,Pidgeot,Scizor
1588,Persian,Magcargo,Excadrill,Pawniard,Volcarona,Diglett,Shiinotic,Happiny,Patrat,Swellow,Carnivine,Porygon2,Exeggutor,Kangaskhan,Typhlosion,Beartic,Crobat,Ferrothorn,Bellossom,Skarmory,Dartrix,Sceptile,Slaking,Arcanine,Metagross,Drifblim,Grumpig,Gourgeist,Aurorus,Gogoat,Floette
1589,Magmortar,Pansage,Liepard,Stantler,Araquanid,Ferrothorn,Blastoise,Duosion,Yanmega,Nidoqueen,Corphish,Metagross,Altaria,Espeon,Goodra,Starmie,Braviary,Delphox,Salamence,Kingdra,Kangaskhan,Chandelure,Noivern,Blastoise,Slaking,Hydreigon,Conkeldurr,Greninja,Arcanine,Alakazam,Feraligatr
1590,Delphox,Cofagrigus,Cryogonal,Basculin,Nidoran♀,Zigzagoon,Pidove,Sandshrew,Piloswine,Swinub,Weepinbell,Bulbasaur,Pidove,Tranquill,Unfezant,Blitzle,Zebstrika,Roggenrola,Boldore,Gigalith,Musharna,Woobat,Drilbur,Excadrill,Audino,Timburr,Gurdurr,Conkeldurr,Tympole,Palpitoad,Swoobat
1591,Breloom,Porygon,Tirtouga,Marill,Carnivine,Lotad,Gurdurr,Ponyta,Aron,Piloswine,Spiritomb,Gyarados,Magmortar,Swampert,Slaking,Klinklang,Blastoise,Typhlosion,Charizard,Samurott,Aegislash,Simisear,Gogoat,Empoleon,Leafeon,Alomomola,Emboar,Arcanine,Crawdaunt,Simisage,Kommo-o
1592,Type: Null,Ludicolo,Abra,Hoppip,Blitzle,Starmie,Snorlax,Fennekin,Lombre,Liepard,Shieldon,Tyranitar,Slaking,Bisharp,Salamence,Sceptile,Garchomp,Silvally,Hydreigon,Incineroar,Tsareena,Absol,Floette,Manectric,Gogoat,Drapion,Meganium,Metagross,Skuntank,Snorlax,Goodra
1593,Delcatty,Farfetch'd,Poliwhirl,Avalugg,Vibrava,Tympole,Gumshoos,Dartrix,Gallade,Inkay,Mimikyu,Slaking,Salamence,Tyranitar,Bisharp,Gardevoir,Pidgeot,Metagross,Mismagius,Honchkrow,Floette,Hydreigon,Kangaskhan,Aerodactyl,Absol,Volcarona,Noivern,Sharpedo,Zoroark,Incineroar,Charizard
1594,Kabutops,Jynx,Wingull,Onix,Mudsdale,Mudbray,Swadloon,Garbodor,Swanna,Spearow,Swirlix,Kadabra,Glalie,Meowstic,Crobat,Slaking,Espeon,Salamence,Empoleon,Porygon-Z,Pidgeot,Archeops,Minior,Kangaskhan,Staraptor,Mismagius,Alakazam,Tauros,Miltank,Dragonite,Charizard
1595,Relicanth,Braixen,Nincada,Florges,Trubbish,Pangoro,Marowak,Whiscash,Tentacruel,Kricketot,Seismitoad,Kommo-o,Slaking,Altaria,Salamence,Staraptor,Alakazam,Simisage,Greninja,Sceptile,Haxorus,Gyarados,Venusaur,Silvally,Dragonite,Starmie,Noivern,Gardevoir,Decidueye,Swanna,Archeops
1596,Archeops,Patrat,Hitmontop,Slugma,Emboar,Electabuzz,Larvesta,Onix,Gardevoir,Oricorio,Cutiefly,Metagross,Lopunny,Kangaskhan,Gengar,Absol,Tyranitar,Floatzel,Mismagius,Aerodactyl,Hydreigon,Slaking,Sharpedo,Houndoom,Charizard,Delphox,Gardevoir,Staraptor,Minior,Swampert,Liepard
1597,Litleo,Archeops,Swampert,Dewpider,Ivysaur,Dewgong,Goomy,Espurr,Chansey,Vanilluxe,Emolga,Scolipede,Metagross,Greninja,Wigglytuff,Delphox,Absol,Weavile,Grumpig,Sharpedo,Haxorus,Gallade,Pachirisu,Espeon,Lycanroc,Rotom,Beheeyem,Silvally,Gardevoir,Heracross,Charizard
1598,Druddigon,Salamence,Golbat,Lickitung,Swampert,Mime Jr.,Ariados,Palossand,Rattata,Blitzle,Trumbeak,Chatot,Kabutops,Aerodactyl,Lunatone,Talonflame,Dragonite,Altaria,Diggersby,Quilava,Typhlosion,Greninja,Omastar,Frogadier,Liepard,Flygon,Chesnaught,Quilladin,Volcarona,Grumpig,Crobat
1599,Meowstic,Remoraid,Porygon2,Noivern,Gourgeist,Riolu,Snorlax,Yamask,Solrock,Volcarona,Gothorita,Slaking,Salamence,Tyranitar,Gyarados,Tyrantrum,Metagross,Swampert,Altaria,Simipour,Garchomp,Hydreigon,Absol,Goodra,Aerodactyl,Vaporeon,Kangaskhan,Venusaur,Scrafty,Houndoom,Kingdra
1600,Numel,Chinchou,Spinarak,Ledian,Octillery,Bisharp,Armaldo,Ariados,Cranidos,Minccino,Tangrowth,Floette,Florges,Kommo-o,Salamence,Blaziken,Lucario,Scizor,Quilava,Magmar,Typhlosion,Infernape,Simisear,Slaking,Incineroar,Garchomp,Magmortar,Magnezone,Gyarados,Sawk,Emboar
1601,Basculin,Magneton,Abra,Grubbin,Dratini,Lileep,Bounsweet,Samurott,Torchic,Clamperl,Mareanie,Kommo-o,Passimian,Hydreigon,Simisage,Gardevoir,Venusaur,Goodra,Floette,Gogoat,Dragonite,Slaking,Garchomp,Meganium,Haxorus,Vileplume,Bellossom,Ludicolo,Leafeon,Poliwrath,Noivern
1602,Sliggoo,Sharpedo,Emolga,Happiny,Palossand,Barbaracle,Nincada,Kingler,Duosion,Golem,Tentacruel,Simisage,Metagross,Ludicolo,Blastoise,Garchomp,Salamence,Venusaur,Goodra,Dragonite,Decidueye,Serperior,Slaking,Kommo-o,Espeon,Greninja,Samurott,Gardevoir,Jynx,Sceptile,Sharpedo
1603,Bounsweet,Scraggy,Simipour,Mudkip,Furfrou,Silcoon,Furret,Clauncher,Klinklang,Girafarig,Probopass,Metagross,Lucario,Magnezone,Gardevoir,Electivire,Zebstrika,Gallade,Sharpedo,Gliscor,Charizard,Infernape,Simisage,Garchomp,Hydreigon,Simipour,Slowbro,Greninja,Hawlucha,Slaking,Floatzel
1604,Pinsir,Ariados,Palossand,Elekid,Nidorino,Croagunk,Quilladin,Castform,Grimer,Sharpedo,Voltorb,Goodra,Dragonite,Venusaur,Kangaskhan,Kommo-o,Salamence,Galvantula,Slaking,Hawlucha,Noivern,Altaria,Haxorus,Metagross,Aerodactyl,Pidgeot,Silvally,Garchomp,Absol,Froslass,Pinsir
1605,Minun,Dwebble,Carnivine,Kabuto,Furret,Ducklett,Electivire,Nidoran♀,Fennekin,Staraptor,Floette,Metagross,Slaking,Salazzle,Kangaskhan,Gardevoir,Greninja,Aerodactyl,Delphox,Blaziken,Typhlosion,Crobat,Miltank,Gengar,Simisear,Lopunny,Sharpedo,Pyroar,Gallade,Manectric,Electabuzz
1606,Drapion,Cottonee,Lilligant,Togekiss,Nincada,Psyduck,Armaldo,Heracross,Feraligatr,Tentacruel,Golem,Salamence,Venusaur,Metagross,Lopunny,Slaking,Gallade,Kommo-o,Raichu,Garchomp,Greninja,Kangaskhan,Espeon,Manectric,Electabuzz,Alakazam,Kadabra,Gyarados,Goodra,Jolteon,Dragonite
1607,Minccino,Yanmega,Shinx,Rattata,Loudred,Drampa,Gliscor,Axew,Servine,Vaporeon,Mightyena,Salamence,Kangaskhan,Slaking,Sceptile,Altaria,Togekiss,Metagross,Gardevoir,Hydreigon,Braviary,Lopunny,Glalie,Gyarados,Charizard,Unfezant,Noivern,Whimsicott,Honchkrow,Cryogonal,Swanna
1608,Numel,Volcarona,Tentacool,Froslass,Beheeyem,Mothim,Poochyena,Cherubi,Galvantula,Bulbasaur,Magikarp,Gengar,Gabite,Garchomp,Lucario,Hippowdon,Drapion,Kangaskhan,Weavile,Gliscor,Porygon-Z,Gallade,Probopass,Serperior,Gible,Emboar,Gligar,Excadrill,Audino,Seismitoad,Throh
1609,Lapras,Minior,Typhlosion,Quagsire,Wishiwashi,Blastoise,Gallade,Trubbish,Flareon,Duskull,Chespin,Altaria,Alakazam,Hydreigon,Goodra,Dragonite,Gyarados,Garchomp,Kommo-o,Salamence,Milotic,Kadabra,Electivire,Greninja,Pidgeot,Snorlax,Electabuzz,Absol,Gardevoir,Druddigon,Manectric
1610,Herdier,Diggersby,Lillipup,Manectric,Duskull,Whimsicott,Popplio,Luvdisc,Dhelmise,Purrloin,Dragonair,Salamence,Slaking,Kangaskhan,Scizor,Staraptor,Drifblim,Metagross,Weavile,Volcarona,Xatu,Glalie,Pinsir,Aerodactyl,Pidgeot,Clefable,Lopunny,Sylveon,Vanilluxe,Swanna,Gengar
1611,Trumbeak,Magnezone,Skiploom,Minccino,Spinda,Aron,Seaking,Cacnea,Seviper,Dartrix,Krabby,Garchomp,Alakazam,Gardevoir,Tyranitar,Metagross,Slaking,Absol,Scizor,Tyrantrum,Meowstic,Espeon,Salamence,Porygon-Z,Hydreigon,Bisharp,Lucario,Swampert,Malamar,Krookodile,Silvally
1612,Ledian,Aggron,Swirlix,Empoleon,Alomomola,Drapion,Slowpoke,Stoutland,Dhelmise,Doduo,Dugtrio,Tyranitar,Slaking,Salamence,Houndoom,Hydreigon,Scizor,Garchomp,Lucario,Pinsir,Kommo-o,Greninja,Aerodactyl,Hawlucha,Steelix,Arcanine,Volcarona,Floette,Aggron,Yanmega,Aurorus
1613,Rampardos,Trumbeak,Nosepass,Budew,Medicham,Pignite,Meowstic,Swampert,Magmortar,Gardevoir,Yanmega,Hydreigon,Greninja,Gengar,Lopunny,Metagross,Tyranitar,Sharpedo,Gardevoir,Archeops,Houndoom,Hawlucha,Starmie,Talonflame,Minior,Slaking,Delphox,Tauros,Garchomp,Charizard,Salamence
1614,Cherubi,Noctowl,Nuzleaf,Loudred,Plusle,Salamence,Luxio,Oricorio,Sigilyph,Bronzor,Lampent,Metagross,Tyranitar,Dedenne,Noivern,Florges,Floette,Sylveon,Primarina,Alakazam,Jolteon,Gardevoir,Clefable,Slaking,Manectric,Magnezone,Salamence,Klefki,Weavile,Aromatisse,Granbull
1615,Luxio,Magnemite,Braixen,Sliggoo,Skiddo,Magneton,Happiny,Gible,Gorebyss,Mandibuzz,Glaceon,Silvally,Slaking,Kommo-o,Kangaskhan,Tyranitar,Manectric,Floette,Florges,Sharpedo,Electivire,Sawk,Mienshao,Swampert,Garchomp,Ampharos,Blaziken,Magnezone,Lucario,Simipour,Jolteon
1616,Murkrow,Cottonee,Mimikyu,Vanillish,Scizor,Chinchou,Lairon,Nincada,Relicanth,Unfezant,Infernape,Manectric,Gardevoir,Metagross,Rotom,Heliolisk,Salamence,Zebstrika,Trevenant,Decidueye,Gourgeist,Lucario,Mismagius,Noivern,Greninja,Banette,Drifblim,Blaziken,Florges,Ampharos,Gastly
1617,Venomoth,Shuppet,Axew,Gabite,Amaura,Lumineon,Whismur,Serperior,Breloom,Porygon,Seadra,Venusaur,Noivern,Volcarona,Metagross,Floette,Sceptile,Gengar,Dragonite,Salamence,Charizard,Goodra,Kommo-o,Crobat,Muk,Blaziken,Leavanny,Altaria,Typhlosion,Alakazam,Yanmega
1618,Roggenrola,Gastrodon,Infernape,Seadra,Golem,Beldum,Heatmor,Chingling,Taillow,Stoutland,Pikachu,Houndoom,Sawk,Noivern,Garchomp,Kingdra,Chandelure,Typhlosion,Drapion,Tyranitar,Swampert,Starmie,Golduck,Espeon,Pyroar,Slaking,Archeops,Greninja,Flygon,Oricorio,Solrock
